end_session,coef,se,n,ci_low,ci_high
2024-07-02,-0.091957998904395,0.11761574238344001,3022,-0.3224848539759374,0.13856885616714743
2024-07-05,-0.10311981068542199,0.11700594348415105,3022,-0.33245145991435804,0.1262118385435141
2024-07-08,-0.0943381971168344,0.11714731039013214,3022,-0.3239469254814934,0.13527053124782457
2024-07-09,-0.09428567868095536,0.11706626595968188,3022,-0.3237355599619318,0.13516420260002113
2024-07-10,-0.09625050975776488,0.11668976888437751,3022,-0.3249624567711448,0.13246143725561504
2024-07-11,-0.09681648745666363,0.11788043096604645,3022,-0.32786213215011467,0.1342291572367874
2024-07-12,-0.11200501776878324,0.1168221012599994,3022,-0.3409763362383821,0.11696630070081557
2024-07-15,-0.12432341337660571,0.1159078112328446,3022,-0.35150272339298116,0.10285589663976971
2024-07-16,-0.1356359771361353,0.11602587872712924,3021,-0.36304669944130863,0.09177474516903802
2024-07-17,-0.14407875506321188,0.11560606501135616,3021,-0.37066664248547,0.0825091323590462
2024-07-18,-0.1538477749943254,0.11489475974906577,3021,-0.37904150410249426,0.07134595411384351
2024-07-19,-0.16672176920632953,0.11479632614686285,3021,-0.39172256845418074,0.05827903004152166
2024-07-22,-0.17016646818963058,0.11490406217275828,3021,-0.3953784300482368,0.055045493668975654
2024-07-23,-0.13584038534396323,0.12376825273064178,3021,-0.3784261606960211,0.10674539000809466
2024-07-24,-0.14646830433511054,0.12323783802044398,3021,-0.3880144668551807,0.09507785818495965
2024-07-25,-0.18061574172523037,0.11952191710821405,3021,-0.4148786992573299,0.05364721580686918
2024-07-26,-0.18553677023441528,0.11955241564458721,3021,-0.4198595048978062,0.04878596442897565
2024-07-29,-0.17840073796215575,0.1196959441400387,3021,-0.4130047884766316,0.05620331255232011
2024-07-30,-0.19869281697928148,0.11938565865221301,3021,-0.432688707937619,0.03530307397905602
2024-07-31,-0.17531280944510885,0.12053098528351376,3021,-0.41155354060079585,0.06092792171057812
2024-08-01,-0.20541506864235462,0.12321712221878328,3021,-0.44692062819116984,0.036090490906460604
2024-08-02,-0.24089961338573096,0.128224735995159,3021,-0.49222009593624255,0.010420869164780633
2024-08-05,-0.2371149883457947,0.12743476943082216,3021,-0.4868871364302061,0.012657159738616724
2024-08-06,-0.2766219791246575,0.13074683637623014,3021,-0.5328857784220686,-0.02035817982724647
2024-08-07,-0.3018536916968681,0.13089222705981096,3021,-0.5584024567340975,-0.045304926659638645
